DFG Instituts ID,ROR ID,Name deutsch,Name englisch,Strasse,Hausnummer,Postfach,Postleitzahl vor Ort,Ort,Postleitzahl nach Ort,Einrichtungsart,Einrichtungsart englisch,DESTATIS Fächergruppe,DESTATIS Fächergruppe englisch,DESTATIS Lehr- Forschungsbereich,DESTATIS Lehr- Forschungsbereich englisch,DESTATIS Fachgebiet,DESTATIS Fachgebiet englisch,URL der Einrichtung,URL GERiT Nachweis
12967,https://ror.org/04565hy55,Deutsches Institut für Erwachsenenbildung (DIE) - Leibniz-Zentrum für Lebenslanges Lernen e.V.,German Institute for Adult Education  - Leibniz Centre for Lifelong Learning,Heinemannstraße,12-14,,53175,Bonn,,WGL,Leibniz Association,"Rechts-, Wirtschafts- und  Sozialwissenschaften","Law, Economics and Social Sciences",Erziehungswissenschaften,Education,Erwachsenenbildung,Adult Education,www.die-bonn.de,http://www.gerit.org/de/institutiondetail/12967
12969,,Hessisches Landesamt für geschichtliche Landeskunde (HLGL),Hesse State Agency for Historical Area Studies (HLGL),Wilhelm-Röpke-Straße,6c,,35039,Marburg,,Landesforschung,State research,Geisteswissenschaften,Humanities,Geschichte,History,"Länder-, Landesgeschichte",Regional History,hlgl.hessen.de/,http://www.gerit.org/de/institutiondetail/12969
12970,https://ror.org/04wy4bt38,Bundesinstitut für Bevölkerungsforschung (BIB),Federal Institute for Population Research (BIB),Friedrich-Ebert-Allee,4,,65185,Wiesbaden,,Bundesforschung,Federal research,"Rechts-, Wirtschafts- und  Sozialwissenschaften","Law, Economics and Social Sciences",Sozialwissenschaften,Social Science,Bevölkerungswissenschaft (Demographie),Demography,www.bib.bund.de/DE/Startseite.html,http://www.gerit.org/de/institutiondetail/12970
12973,https://ror.org/02k9k5a61,Landesamt für Denkmalpflege Hessen,Hessian State Agency for the Preservation of Historical Monuments,Schloss Biebrich,,,65203,Wiesbaden,,Landesforschung,State research,Ingenieurwissenschaften,Engineering,Architektur,Architecture,Denkmalpflege (Architekt.),Monument Conservation (Architecture),lfd.hessen.de/,http://www.gerit.org/de/institutiondetail/12973
12974,,Forschungsstelle für Zeitgeschichte in Hamburg (FZH),"Office of Research in Contemporary History, Hamburg",Beim Schlump,83,,20144,Hamburg,,Landesforschung,State research,Geisteswissenschaften,Humanities,Geschichte,History,Neuere und neueste Geschichte,Modern and Contemporary History,www.zeitgeschichte-hamburg.de/,http://www.gerit.org/de/institutiondetail/12974
12977,https://ror.org/03ps48j85,Hochschule für Musik Karlsruhe,University of Music Karlsruhe,Am Schloss Gottesaue,7,,76131,Karlsruhe,,Musik/Kunst-HS,College of music/art,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.hfm-karlsruhe.de/,http://www.gerit.org/de/institutiondetail/12977
12978,https://ror.org/02hdve317,Staatliche Akademie der Bildenden Künste Karlsruhe,Karlsruhe State Academy of Fine Arts,Reinhold-Frank-Straße,67,,76133,Karlsruhe,,Musik/Kunst-HS,College of music/art,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.kunstakademie-karlsruhe.de,http://www.gerit.org/de/institutiondetail/12978
12979,,Hochschule für Kirchenmusik Dresden,College of Church Music Dresden,Käthe-Kollwitz-Ufer,97,,01309,Dresden,,Musik/Kunst-HS,College of music/art,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.kirchenmusik-dresden.de/,http://www.gerit.org/de/institutiondetail/12979
12981,https://ror.org/021f61w41,Musikhochschule Lübeck,University of Music Lübeck,Große Petersgrube,21,,23552,Lübeck,,Musik/Kunst-HS,College of music/art,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.mh-luebeck.de/start/,http://www.gerit.org/de/institutiondetail/12981
12982,https://ror.org/01pxkj057,Technische Hochschule Bingen,Bingen University of Applied Sciences,Berlinstraße,109,,55411,Bingen,,Weitere HS/FS,Univ.of appl.science,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.th-bingen.de,http://www.gerit.org/de/institutiondetail/12982
12983,https://ror.org/042xxdh20,Hochschule für Wirtschaft und Gesellschaft Ludwigshafen,University of Applied Sciences Ludwigshafen am Rhein,Ernst-Boehe-Straße,4,,67059,Ludwigshafen,,Weitere HS/FS,Univ.of appl.science,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.hwg-lu.de/,http://www.gerit.org/de/institutiondetail/12983
12984,https://ror.org/01hhn8329,Max-Planck-Gesellschaft zur Förderung der Wissenschaften e.V. (MPG),The Max Planck Society for the Advancement of Science e.V. (MPG),Hofgartenstraße,8,,80539,München,,MPG,Max Planck Society,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Zentrale wissenschaftliche Einrichtungen,Central Academic Facilities,Zentrale wissenschaftliche Einrichtungen allgemein,Central Academic Facilities (General),www.mpg.de,http://www.gerit.org/de/institutiondetail/12984
12985,https://ror.org/00671me87,Max Planck Institute for Psycholinguistics,Max Planck Institute for Psycholinguistics,Wundtlaan,1,,6525,Nijmegen,,MPG,Max Planck Society,Geisteswissenschaften,Humanities,Allgemeine und vergleichende Literatur- und Sprachwissenschaft,General and Comparative Literatures and Languages,Allg. und vergleichende Sprachwissenschaft,General and Comparative Linguistics,www.mpi.nl,http://www.gerit.org/de/institutiondetail/12985
12986,https://ror.org/025fw7a54,Friedrich-Loeffler-Institut - Bundesforschungsinstitut für Tiergesundheit (FLI),Friedrich-Loeffler-Institut - Federal Research Institute for Animal Health (FLI),Südufer,10,,17493,Greifswald,,Bundesforschung,Federal research,"Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin","Agriculture, Forestry and Nutritional Science, Veterinary Medicine",Klinisch-Theoretische Veterinärmedizin,Clinical-Theoretical Veterinary Medicine,"Mikrobiologie, Virologie, Tierhygiene und Tierseuchenbekämpfung","Microbiology, Virology, Livestock Hygiene and Epizootic Disease Control",www.fli.de,http://www.gerit.org/de/institutiondetail/12986
12987,https://ror.org/02m7p2c22,Hochschule für Musik und Theater München,Munich College of Music and Drama,Arcisstraße,12,,80333,München,,Musik/Kunst-HS,College of music/art,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),website.musikhochschule-muenchen.de/de/index.php,http://www.gerit.org/de/institutiondetail/12987
12988,,Hochschule für Politik München (HfP),Munich School of Political Science (HfP),Richard-Wagner-Straße,1,,80333,München,,Weitere HS/FS,Univ.of appl.science,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.hfpm.de,http://www.gerit.org/de/institutiondetail/12988
12989,https://ror.org/01a7snz60,Hochschule für Fernsehen und Film München,Munich Academy of Television and Film,Bernd-Eichinger-Platz,1,,80333,München,,Musik/Kunst-HS,College of music/art,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.hff-muenchen.de/,http://www.gerit.org/de/institutiondetail/12989
12990,https://ror.org/00717c553,Philosophisch-Theologische Hochschule Münster,Philosophisch-Theologische Hochschule Münster,Kapuzinerstraße,27,,48149,Münster,,Weitere HS/FS,Univ.of appl.science,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.pth-muenster.de/,http://www.gerit.org/de/institutiondetail/12990
12992,,Göttinger Arbeitskreis e.V.,Göttingen Discussion Circle (e.V.),Calsowstraße,54,,37085,Göttingen,,Sonst. Forschg,Other res. inst.,"Rechts-, Wirtschafts- und  Sozialwissenschaften","Law, Economics and Social Sciences",Regionalwissenschaften,Regional Studies,Ost- und Südosteuropa,Eastern and Southeastern Europe,www.goettinger-arbeitskreis.de,http://www.gerit.org/de/institutiondetail/12992
12993,https://ror.org/010b6ag76,ARL - Akademie für Raumentwicklung in der Leibniz-Gemeinschaft,ARL – Academy for Territorial Development in the Leibniz Association,Vahrenwalder Straße,247,,30179,Hannover,,WGL,Leibniz Association,Ingenieurwissenschaften,Engineering,Raumplanung,Spatial Planning,Raumplanung allgemein,Spatial Planning (General),www.arl-net.de/,http://www.gerit.org/de/institutiondetail/12993
12995,https://ror.org/046nzaj59,Bundesanstalt für Straßenwesen (BASt),Federal Highway Research Institute (BASt),Brüderstraße,53,,51427,Bergisch Gladbach,,Bundesforschung,Federal research,Ingenieurwissenschaften,Engineering,Bauingenieurwesen,Civil Engineering,"Verkehrsbau, -wesen","Transport Engineering, Transport",www.bast.de/BASt_2017/DE/Home/home_node.html,http://www.gerit.org/de/institutiondetail/12995
12996,https://ror.org/04hqtn844,Bundesamt für Bauwesen und Raumordnung (BBR),Federal Office for Building and Regional Planning (BBR),Deichmanns Aue,31-37,,53179,Bonn,,Bundesforschung,Federal research,Ingenieurwissenschaften,Engineering,Bauingenieurwesen,Civil Engineering,Bauingenieurwesen allgemein,Civil Engineering (General),www.bbr.bund.de/BBR/DE/Home/home_node.html,http://www.gerit.org/de/institutiondetail/12996
12997,https://ror.org/05j8qnr48,Bundesamt für Naturschutz (BfN),Federal Agency for Nature Conservation,Konstantinstraße,110,,53179,Bonn,,Bundesforschung,Federal research,"Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin","Agriculture, Forestry and Nutritional Science, Veterinary Medicine","Landespflege, Umweltgestaltung","Landscape Management, Environmental Architecture",Naturschutz,Nature Conservation,www.bfn.de/,http://www.gerit.org/de/institutiondetail/12997
12999,https://ror.org/01aa1sn70,Bundesanstalt für Arbeitsschutz und Arbeitsmedizin (BAuA),Federal Institute of Occupational Safety and Health (BAuA),,,Postfach 170202,44061,Dortmund,,Bundesforschung,Federal research,Humanmedizin/Gesundheitswissenschaften,Human Medicine / Health Sciences,Klinisch-Theoretische Humanmedizin (einschl. Zahnmedizin),Clinical Theoretical Medicine (incl. Dentistry),Arbeitsmedizin (klin.-theor.),Industrial/Occupational Medicine (Clinical-Theoretical),www.baua.de/,http://www.gerit.org/de/institutiondetail/12999
13000,https://ror.org/02jhqqg57,Leibniz-Institut für Analytische Wissenschaften -ISAS- e.V.,Leibniz-Institut für Analytische Wissenschaften - ISAS,Bunsen-Kirchhoff-Straße,11,,44139,Dortmund,,WGL,Leibniz Association,"Mathematik, Naturwissenschaften","Mathematics, Natural Sciences",Chemie,Chemistry,Analytische Chemie,Analytical Chemistry,www.isas.de,http://www.gerit.org/de/institutiondetail/13000
13002,,Nordrhein-Westfälische Akademie der Wissenschaften und der Künste,"North Rhine-Westphalian Academy of Sciences, Humanities and the Arts",Palmenstraße,16,,40217,Düsseldorf,,Akad. d. Wiss.,Academies,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.awk.nrw.de/startseite.html,http://www.gerit.org/de/institutiondetail/13002
13003,https://ror.org/00ya5c561,Bundesinstitut für Sportwissenschaft (BISP),Federal Institute of Sports Science (BISP),Graurheindorfer Straße,198,,53117,Bonn,,Bundesforschung,Federal research,Sport,Sport,Sport,Sport,Sportwissenschaften allgemein,Sports Sciences (General),www.bisp.de/DE/Home/home_node.html,http://www.gerit.org/de/institutiondetail/13003
13005,https://ror.org/04j5xmb13,Geologischer Dienst Nordrhein-Westfalen  Landesbetrieb,Geological Service North Rhine-Westphalia (GD NRW) - State Institution,De-Greiff-Straße,195,,47803,Krefeld,,Sonst. Forschg,Other res. inst.,"Mathematik, Naturwissenschaften","Mathematics, Natural Sciences",Geowissenschaften (ohne Geographie),Earth Sciences (excl. Geography),Geologie,Geology,www.gd.nrw.de/,http://www.gerit.org/de/institutiondetail/13005
13007,,Lutherische Theologische Hochschule Oberursel,Lutherische Theologische Hochschule Oberursel,Altkönigstraße,150,,61440,Oberursel,,Weitere HS/FS,Univ.of appl.science,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),lthh.de/,http://www.gerit.org/de/institutiondetail/13007
13008,https://ror.org/00e8f1a50,Theologische Fakultät Paderborn,Theologische Fakultät Paderborn,Kamp,6,,33098,Paderborn,,Universität,University,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.thf-paderborn.de,http://www.gerit.org/de/institutiondetail/13008
13013,,Institut für Geschichtliche Landeskunde  an der Johannes Gutenberg-Universität Mainz e. V.,Institute of Historical Geography at the Johannes Gutenberg University of Mainz e. V.,Hegelstraße,59,,55122,Mainz,,Landesforschung,State research,Geisteswissenschaften,Humanities,Geschichte,History,"Länder-, Landesgeschichte",Regional History,www.igl.uni-mainz.de,http://www.gerit.org/de/institutiondetail/13013
13017,https://ror.org/04z03cz64,Hochschule der Bildenden Künste Saar,Academy for Fine Arts and Design (HBK Saar),Keplerstraße,3-5,,66117,Saarbrücken,,Musik/Kunst-HS,College of music/art,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.hbksaar.de/,http://www.gerit.org/de/institutiondetail/13017
13018,https://ror.org/03hayrn10,Sorbisches Institut - Serbski Institut,The Sorbian Institute,Bahnhofstraße,6,,02625,Bautzen,,Landesforschung,State research,Geisteswissenschaften,Humanities,"Slawistik, Baltistik, Finno-Ugristik","Slavonic, Baltic, Finno-Ugrian Studies",Sorbisch,Sorbian,www.serbski-institut.de/,http://www.gerit.org/de/institutiondetail/13018
13019,https://ror.org/00me29179,Institut für Holztechnologie Dresden gGmbH,Wood Technology Institute Dresden gGmbH,Zellescher Weg,24,,01217,Dresden,,Sonst. Forschg,Other res. inst.,Ingenieurwissenschaften,Engineering,Maschinenbau/Verfahrenstechnik,Mechanical/Process Engineering,Holztechnik,Wood Engineering,www.ihd-dresden.de,http://www.gerit.org/de/institutiondetail/13019
13020,https://ror.org/05xptf671,Kurt-Schwabe-Institut für Mess- und Sensortechnik e.V. Meinsberg (KSI),Kurt Schwabe Institute for Measuring and Sensor Technology e.V. (KSI) Meinsberg,Kurt-Schwabe-Straße,4,,04736,Waldheim,,Landesforschung,State research,Ingenieurwissenschaften,Engineering,Maschinenbau/Verfahrenstechnik,Mechanical/Process Engineering,"Steuerungs-, Mess- und Regelungstechnik",Instrumentation and Control Engineering,www.ksi-meinsberg.de/,http://www.gerit.org/de/institutiondetail/13020
13021,https://ror.org/01pq15308,Biochemisches Institut für Umweltcarcinogene - Prof. Dr. Gernot Grimmer-Stiftung,Biochemical Institute for Environmental Carcinogens - Prof. Dr. Gernot Grimmer Foundation,Lurup,4,,22927,Großhansdorf,,Sonst. Forschg,Other res. inst.,Humanmedizin/Gesundheitswissenschaften,Human Medicine / Health Sciences,Vorklinische Humanmedizin (einschl. Zahnmedizin),Pre-Clinical Medical Studies (incl. Dentistry),Physiologische Chemie (Biochemie),Physiological Chemistry (Biochemistry),www.biu-grimmer.de,http://www.gerit.org/de/institutiondetail/13021
13026,https://ror.org/01ej3e061,Kölner Hochschule für Katholische Theologie (KHKT),Cologne University of Catholic Theology,Kardinal-Frings-Straße,10,,50668,Köln,,Universität,University,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.khkt.de/,http://www.gerit.org/de/institutiondetail/13026
13027,https://ror.org/057qv9h29,Staatliche Hochschule für Musik und Darstellende Kunst Stuttgart,Stuttgart College of Music and Performing Arts,Urbanstraße,25,,70182,Stuttgart,,Musik/Kunst-HS,College of music/art,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.hmdk-stuttgart.de,http://www.gerit.org/de/institutiondetail/13027
13028,https://ror.org/00zayq578,Staatliche Akademie der Bildenden Künste Stuttgart,Stuttgart State Academy of Art and Design,Am Weißenhof,1,,70191,Stuttgart,,Musik/Kunst-HS,College of music/art,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.abk-stuttgart.de,http://www.gerit.org/de/institutiondetail/13028
13029,https://ror.org/003148c04,Textilforschungsinstitut Thüringen-Vogtland e.V.,Textile Research Institute Thuringia-Vogtland,Zeulenrodaer Straße,42,,07973,Greiz,,Sonst. Forschg,Other res. inst.,Ingenieurwissenschaften,Engineering,Maschinenbau/Verfahrenstechnik,Mechanical/Process Engineering,Textiltechnik,Textile Engineering,www.titv-greiz.de,http://www.gerit.org/de/institutiondetail/13029
13030,https://ror.org/03gnnzc77,Institut für Bioprozess- und Analysenmesstechnik e.V.,Institute of Bioprocess Engineering and Instrumental Analysis (e.V.),Rosenhof,,,37308,Heilbad Heiligenstadt,,Landesforschung,State research,Ingenieurwissenschaften,Engineering,Maschinenbau/Verfahrenstechnik,Mechanical/Process Engineering,Biotechnologie (techn. Verfahren),Biotechnology (Technical Processes),www.iba-heiligenstadt.de/home/,http://www.gerit.org/de/institutiondetail/13030
13031,,Gesellschaft für Fertigungstechnik und Entwicklung Schmalkalden e.V.,Society for Production Engineering and Development,Näherstiller Straße,10,,98574,Schmalkalden,,Sonst. Forschg,Other res. inst.,Ingenieurwissenschaften,Engineering,Maschinenbau/Verfahrenstechnik,Mechanical/Process Engineering,Produktions- und Fertigungstechnologie,Production and Manufacturing Engineering,www.gfe-net.de,http://www.gerit.org/de/institutiondetail/13031
13032,https://ror.org/02832sw36,Staatliche Hochschule für Musik Trossingen,Trossingen State College of Music,Schultheiß-Koch-Platz,3,,78647,Trossingen,,Musik/Kunst-HS,College of music/art,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.mh-trossingen.de,http://www.gerit.org/de/institutiondetail/13032
13033,https://ror.org/01we8bn75,PFH Private Hochschule Göttingen,Private University of Applied Sciences,Weender Landstraße,3-7,,37073,Göttingen,,Weitere HS/FS,Univ.of appl.science,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.pfh.de/,http://www.gerit.org/de/institutiondetail/13033
13034,https://ror.org/05m1pqv80,Hochschule für Musik Würzburg,Würzburg University of Music,Hofstallstraße,6-8,,97070,Würzburg,,Musik/Kunst-HS,College of music/art,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.hfm-wuerzburg.de,http://www.gerit.org/de/institutiondetail/13034
13035,https://ror.org/02pnhcc10,Hochschule für Forstwirtschaft Rottenburg,University of Applied Forest Sciences Rottenburg,Schadenweilerhof,,,72108,Rottenburg,,Weitere HS/FS,Univ.of appl.science,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.hs-rottenburg.net/startseite/,http://www.gerit.org/de/institutiondetail/13035
13037,https://ror.org/00bwfj843,Fachhochschule Wedel,Wedel University of Applied Sciences,Feldstraße,143,,22880,Wedel,,Weitere HS/FS,Univ.of appl.science,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.fh-wedel.de/,http://www.gerit.org/de/institutiondetail/13037
13041,https://ror.org/001yqrb02,Hochschule Bremerhaven,Bremerhaven University of Applied Sciences,An der Karlstadt,8,,27568,Bremerhaven,,Weitere HS/FS,Univ.of appl.science,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.hs-bremerhaven.de,http://www.gerit.org/de/institutiondetail/13041
13047,https://ror.org/00fkqwx76,Hochschule für Angewandte Wissenschaften Hamburg,Hamburg University of Applied Sciences,Berliner Tor,5,,20099,Hamburg,,Weitere HS/FS,Univ.of appl.science,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.haw-hamburg.de/,http://www.gerit.org/de/institutiondetail/13047
13049,https://ror.org/02pvadn84,Geisteswissenschaftliche Zentren Berlin e.V. (GWZ),Humanities Research Centres Berlin (GWZ),Schützenstraße,18,,10117,Berlin,,Sonst. Forschg,Other res. inst.,Geisteswissenschaften,Humanities,Geisteswissenschaften allgemein,Humanities (General),Geisteswissenschaften allgemein,Humanities (General),www.gwz-berlin.de/,http://www.gerit.org/de/institutiondetail/13049
13050,https://ror.org/00nggaz43,Technische Hochschule Nürnberg Georg Simon Ohm,Nuremberg Institute of Technology,Keßlerplatz,12,,90489,Nürnberg,,Weitere HS/FS,Univ.of appl.science,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.th-nuernberg.de/,http://www.gerit.org/de/institutiondetail/13050
13051,https://ror.org/04p61dj41,Hochschule Mannheim,Mannheim University of Applied Sciences,Paul-Wittsack-Straße,10,,68163,Mannheim,,Weitere HS/FS,Univ.of appl.science,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.hs-mannheim.de,http://www.gerit.org/de/institutiondetail/13051
13053,https://ror.org/059m1v232,Forschungsverbund Berlin e.V. (FVB),Forschungsverbund Berlin (FVB),Rudower Chaussee,17,,12489,Berlin,,Sonst. Forschg,Other res. inst.,"Mathematik, Naturwissenschaften","Mathematics, Natural Sciences","Mathematik, Naturwissenschaften allgemein","Mathematics, Natural Sciences (General)","Mathematik, Naturwissenschaften allgemein","Mathematics, Natural Sciences (General)",www.fv-berlin.de,http://www.gerit.org/de/institutiondetail/13053
13055,,Fachagentur Nachwachsende Rohstoffe e.V. (FNR),FNR Agency for Renewable Resources,Hofplatz,1,,18276,Gülzow,,Sonst. Forschg,Other res. inst.,"Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin","Agriculture, Forestry and Nutritional Science, Veterinary Medicine","Agrarwissenschaften, Lebensmittel- und Getränketechnologie","Agriculture, Food and Beverage Technology",Agrarwissenschaften allgemein,Agriculture (General),www.fnr.de,http://www.gerit.org/de/institutiondetail/13055
13057,https://ror.org/058phj376,Forschungsanstalt für Waldökologie und Forstwirtschaft,Research Institute for Forest Ecology and Forestry (FAWF),Hauptstraße,16,,67705,Trippstadt,,Sonst. Forschg,Other res. inst.,"Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin","Agriculture, Forestry and Nutritional Science, Veterinary Medicine","Forstwissenschaft, Holzwirtschaft","Forestry, Wood Management","Forstwissenschaft, Holzwirtschaft allgemein","Forestry, Wood Management (General)",fawf.wald.rlp.de/,http://www.gerit.org/de/institutiondetail/13057
13059,,Deutsche Gesellschaft für Ernährung e.V.,German Nutrition Society (e.V.),Godesberger Allee,18,,53175,Bonn,,Sonst. Forschg,Other res. inst.,"Agrar-, Forst- und Ernährungswissenschaften, Veterinärmedizin","Agriculture, Forestry and Nutritional Science, Veterinary Medicine",Ernährungs- und Haushaltswissenschaften,Nutritional and Domestic Science,Ernährungswissenschaften,Nutritional Science,www.dge.de/,http://www.gerit.org/de/institutiondetail/13059
13061,https://ror.org/03crxcn36,Hochschule Albstadt-Sigmaringen,Albstadt-Sigmaringen University,Anton-Günther-Straße,51,,72488,Sigmaringen,,Weitere HS/FS,Univ.of appl.science,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.hs-albsig.de,http://www.gerit.org/de/institutiondetail/13061
13062,https://ror.org/007bw6q41,Evangelische Hochschule Berlin,Protestant College of Berlin,Teltower Damm,118-122,,14167,Berlin,,Weitere HS/FS,Univ.of appl.science,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.eh-berlin.de,http://www.gerit.org/de/institutiondetail/13062
13063,https://ror.org/00996c044,Katholische Hochschule für Sozialwesen Berlin,Catholic College of Berlin (KFB) - a State Certified University Sector College of Social Service,Köpenicker Allee,39-57,,10318,Berlin,,Weitere HS/FS,Univ.of appl.science,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.khsb-berlin.de,http://www.gerit.org/de/institutiondetail/13063
13064,https://ror.org/01r8xsy94,ESCP Europe Berlin Campus,ESCP Europe Berlin Campus,Heubnerweg,8-10,,14059,Berlin,,Universität,University,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.escpeurope.eu/berlin,http://www.gerit.org/de/institutiondetail/13064
13065,,Gustav-Siewerth-Akademie,Gustav-Siewerth-Akademie,Oberbierbronnen,1,,79809,Weilheim,,Weitere HS/FS,Univ.of appl.science,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.siewerth-akademie.de/cms/,http://www.gerit.org/de/institutiondetail/13065
13066,https://ror.org/04q5vv384,Hochschule Hof,Hof University of Applied Sciences,Alfons-Goppel-Platz,1,,95028,Hof,,Weitere HS/FS,Univ.of appl.science,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.hof-university.de,http://www.gerit.org/de/institutiondetail/13066
13067,https://ror.org/0004r6b85,Hochschule Biberach,Biberach University of Applied Science,Karlstraße,11,,88400,Biberach,,Weitere HS/FS,Univ.of appl.science,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.hochschule-biberach.de/,http://www.gerit.org/de/institutiondetail/13067
13068,https://ror.org/01xpfrc74,Hochschule Flensburg,Flensburg University of Applied Sciences,Kanzleistraße,91-93,,24943,Flensburg,,Weitere HS/FS,Univ.of appl.science,Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen),Central Facilities (excl. Clinical Facilities),Hochschule insgesamt,Universities (General),Hochschule allgemein,Universities (General),www.hs-flensburg.de,http://www.gerit.org/de/institutiondetail/13068
